year;state;month;number
2012;Bahia;9;7.495
2013;Bahia;9;2.681
2014;Bahia;9;2.604
2015;Bahia;9;7.956
2016;Bahia;9;1.819
2017;Bahia;9;1.791
1998;Bahia;10;1.969
1999;Bahia;10;1.307
2000;Bahia;10;3.35
2001;Bahia;10;1.687
2002;Bahia;10;5.414
2003;Bahia;10;4.264
2004;Bahia;10;4.81
2005;Bahia;10;8.405
2006;Bahia;10;2.079
2007;Bahia;10;4.981
2008;Bahia;10;7.691
2009;Bahia;10;2.552
2010;Bahia;10;5.264
2011;Bahia;10;2.166
2012;Bahia;10;4.607
2013;Bahia;10;1.969
2014;Bahia;10;2.763
2015;Bahia;10;4.989
2016;Bahia;10;1.415
2017;Bahia;10;4.005
1998;Bahia;11;49
1999;Bahia;11;49
2000;Bahia;11;114
2001;Bahia;11;699
2002;Bahia;11;1.02
2003;Bahia;11;533
2004;Bahia;11;1.736
2005;Bahia;11;1.595
2006;Bahia;11;239
2007;Bahia;11;2.126
2008;Bahia;11;3.175
2009;Bahia;11;402
2010;Bahia;11;605
2011;Bahia;11;176
2012;Bahia;11;168
2013;Bahia;11;288
2014;Bahia;11;348
2015;Bahia;11;1.705
2016;Bahia;11;408
2017;Bahia;11;174
1998;Bahia;12;82
1999;Bahia;12;37
2000;Bahia;12;24
2001;Bahia;12;158
2002;Bahia;12;848
2003;Bahia;12;710
2004;Bahia;12;423
2005;Bahia;12;116
2006;Bahia;12;169
2007;Bahia;12;259
2008;Bahia;12;52
2009;Bahia;12;308
2010;Bahia;12;226
2011;Bahia;12;230
2012;Bahia;12;477
2013;Bahia;12;131
2014;Bahia;12;144
2015;Bahia;12;1.408
2016;Bahia;12;164
1998;Ceara;1;0
1999;Ceara;1;47
2000;Ceara;1;1
2001;Ceara;1;11
2002;Ceara;1;33
2003;Ceara;1;264
2004;Ceara;1;143
2005;Ceara;1;384
2006;Ceara;1;211
2007;Ceara;1;304
2008;Ceara;1;166
2009;Ceara;1;347
2010;Ceara;1;288
2011;Ceara;1;32
2012;Ceara;1;273
2013;Ceara;1;103
2014;Ceara;1;115
2015;Ceara;1;207
2016;Ceara;1;100
2017;Ceara;1;91
1998;Ceara;2;0
1999;Ceara;2;16
2000;Ceara;2;6
2001;Ceara;2;0
2002;Ceara;2;75
2003;Ceara;2;9
2004;Ceara;2;5
2005;Ceara;2;25
2006;Ceara;2;23
2007;Ceara;2;3
2008;Ceara;2;12
2009;Ceara;2;8
2010;Ceara;2;63
2011;Ceara;2;2
2012;Ceara;2;41
2013;Ceara;2;49
2014;Ceara;2;18
2015;Ceara;2;25
2016;Ceara;2;13
2017;Ceara;2;9
1998;Ceara;3;0
1999;Ceara;3;30
2000;Ceara;3;9
2001;Ceara;3;0
2002;Ceara;3;17
2003;Ceara;3;3
2004;Ceara;3;1
2005;Ceara;3;5
2006;Ceara;3;3
2007;Ceara;3;2
2008;Ceara;3;2
2009;Ceara;3;3
2010;Ceara;3;40
2011;Ceara;3;6
2012;Ceara;3;10
2013;Ceara;3;17
2014;Ceara;3;6
2015;Ceara;3;20
2016;Ceara;3;4
2017;Ceara;3;4
1998;Ceara;4;0
1999;Ceara;4;6
2000;Ceara;4;15
2001;Ceara;4;2
2002;Ceara;4;5
2003;Ceara;4;3
2004;Ceara;4;2
2005;Ceara;4;4
2006;Ceara;4;1
2007;Ceara;4;1
2008;Ceara;4;0
2009;Ceara;4;0
2010;Ceara;4;7
2011;Ceara;4;1
2012;Ceara;4;2
2013;Ceara;4;4
2014;Ceara;4;4
2015;Ceara;4;3
2016;Ceara;4;10
2017;Ceara;4;6
1998;Ceara;5;0
1999;Ceara;5;5
2000;Ceara;5;7
2001;Ceara;5;81
2002;Ceara;5;10
2003;Ceara;5;0
2004;Ceara;5;3
2005;Ceara;5;1
2006;Ceara;5;0
2007;Ceara;5;0
2008;Ceara;5;0
2009;Ceara;5;0
2010;Ceara;5;2
2011;Ceara;5;0
2012;Ceara;5;19
2013;Ceara;5;4
2014;Ceara;5;4
2015;Ceara;5;17
2016;Ceara;5;8
2017;Ceara;5;9
1998;Ceara;6;1
1999;Ceara;6;16
2000;Ceara;6;16
2001;Ceara;6;38
2002;Ceara;6;13
2003;Ceara;6;2
2004;Ceara;6;1
2005;Ceara;6;6
2006;Ceara;6;0
2007;Ceara;6;1
2008;Ceara;6;1
2009;Ceara;6;0
2010;Ceara;6;3
2011;Ceara;6;5
2012;Ceara;6;28
2013;Ceara;6;5
2014;Ceara;6;19
2015;Ceara;6;22
2016;Ceara;6;45
2017;Ceara;6;23
1998;Ceara;7;76
1999;Ceara;7;83
2000;Ceara;7;18
2001;Ceara;7;146
2002;Ceara;7;12
2003;Ceara;7;14
2004;Ceara;7;16
2005;Ceara;7;14
2006;Ceara;7;1
2007;Ceara;7;11
2008;Ceara;7;3
2009;Ceara;7;7
2010;Ceara;7;44
2011;Ceara;7;18
2012;Ceara;7;50
2013;Ceara;7;4
2014;Ceara;7;47
2015;Ceara;7;25
2016;Ceara;7;124
2017;Ceara;7;26
1998;Ceara;8;93
1999;Ceara;8;131
2000;Ceara;8;79
2001;Ceara;8;219
2002;Ceara;8;111
2003;Ceara;8;109
2004;Ceara;8;61
2005;Ceara;8;51
2006;Ceara;8;50
2007;Ceara;8;182
2008;Ceara;8;32
2009;Ceara;8;26
2010;Ceara;8;202
2011;Ceara;8;53
2012;Ceara;8;278
2013;Ceara;8;32
2014;Ceara;8;155
2015;Ceara;8;127
2016;Ceara;8;293
2017;Ceara;8;121
1998;Ceara;9;590
1999;Ceara;9;124
2000;Ceara;9;127
2001;Ceara;9;801
2002;Ceara;9;172
2003;Ceara;9;384
2004;Ceara;9;144
2005;Ceara;9;185
2006;Ceara;9;237
2007;Ceara;9;241
2008;Ceara;9;177
2009;Ceara;9;101
2010;Ceara;9;357
2011;Ceara;9;239
2012;Ceara;9;609
2013;Ceara;9;177
2014;Ceara;9;155
2015;Ceara;9;214
2016;Ceara;9;370
2017;Ceara;9;505
1998;Ceara;10;1.014
1999;Ceara;10;309
2000;Ceara;10;875
2001;Ceara;10;2.045
2002;Ceara;10;1.606
2003;Ceara;10;1.761
2004;Ceara;10;1.217
2005;Ceara;10;1.378
2006;Ceara;10;581
2007;Ceara;10;964
2008;Ceara;10;816
2009;Ceara;10;435
2010;Ceara;10;502
2011;Ceara;10;415
2012;Ceara;10;1.104
2013;Ceara;10;466
2014;Ceara;10;517
2015;Ceara;10;658
2016;Ceara;10;1.31
2017;Ceara;10;949
1998;Ceara;11;575
1999;Ceara;11;524
2000;Ceara;11;669
2001;Ceara;11;2.456
2002;Ceara;11;2.715
2003;Ceara;11;3.327
2004;Ceara;11;2.9
2005;Ceara;11;2.483
2006;Ceara;11;1.012
2007;Ceara;11;1.443
2008;Ceara;11;1.753
2009;Ceara;11;1.653
2010;Ceara;11;1.652
2011;Ceara;11;1.561
2012;Ceara;11;995
2013;Ceara;11;1.081
2014;Ceara;11;829
2015;Ceara;11;1.081
2016;Ceara;11;1.328
2017;Ceara;11;812
1998;Ceara;12;276
1999;Ceara;12;397
2000;Ceara;12;389
2001;Ceara;12;545
2002;Ceara;12;1.787
2003;Ceara;12;2.436
2004;Ceara;12;3.158
2005;Ceara;12;1.36
2006;Ceara;12;1.161
2007;Ceara;12;1.177
2008;Ceara;12;1.655
2009;Ceara;12;1.987
2010;Ceara;12;578
2011;Ceara;12;1.441
2012;Ceara;12;631
2013;Ceara;12;956
2014;Ceara;12;643
2015;Ceara;12;1.021
2016;Ceara;12;819
1998;Distrito Federal;1;0
1999;Distrito Federal;1;0
2000;Distrito Federal;1;0
2001;Distrito Federal;1;0
2002;Distrito Federal;1;0
2003;Distrito Federal;1;0
2004;Distrito Federal;1;0
2005;Distrito Federal;1;0
2006;Distrito Federal;1;0
2007;Distrito Federal;1;0
2008;Distrito Federal;1;0
2009;Distrito Federal;1;1
2010;Distrito Federal;1;2
2011;Distrito Federal;1;2
2012;Distrito Federal;1;0
2013;Distrito Federal;1;0
2014;Distrito Federal;1;0
2015;Distrito Federal;1;1
2016;Distrito Federal;1;1
2017;Distrito Federal;1;1
1998;Distrito Federal;2;0
1999;Distrito Federal;2;2
2000;Distrito Federal;2;0
2001;Distrito Federal;2;1
2002;Distrito Federal;2;0
2003;Distrito Federal;2;1
2004;Distrito Federal;2;0
2005;Distrito Federal;2;0
2006;Distrito Federal;2;0
2007;Distrito Federal;2;0
2008;Distrito Federal;2;0
2009;Distrito Federal;2;0
2010;Distrito Federal;2;4
2011;Distrito Federal;2;1
2012;Distrito Federal;2;0
2013;Distrito Federal;2;1
2014;Distrito Federal;2;1
2015;Distrito Federal;2;0
2016;Distrito Federal;2;2
2017;Distrito Federal;2;0
1998;Distrito Federal;3;0
1999;Distrito Federal;3;0
2000;Distrito Federal;3;0
2001;Distrito Federal;3;0
2002;Distrito Federal;3;0
2003;Distrito Federal;3;0
2004;Distrito Federal;3;0
2005;Distrito Federal;3;0
2006;Distrito Federal;3;0
2007;Distrito Federal;3;1
2008;Distrito Federal;3;2
2009;Distrito Federal;3;0
2010;Distrito Federal;3;0
2011;Distrito Federal;3;0
2012;Distrito Federal;3;0
2013;Distrito Federal;3;1
2014;Distrito Federal;3;1
2015;Distrito Federal;3;0
2016;Distrito Federal;3;1
2017;Distrito Federal;3;0
1998;Distrito Federal;4;0
1999;Distrito Federal;4;0
2000;Distrito Federal;4;0
2001;Distrito Federal;4;0
2002;Distrito Federal;4;1
2003;Distrito Federal;4;0
2004;Distrito Federal;4;1
2005;Distrito Federal;4;0
2006;Distrito Federal;4;0
2007;Distrito Federal;4;0
2008;Distrito Federal;4;1
2009;Distrito Federal;4;0
2010;Distrito Federal;4;8
2011;Distrito Federal;4;1
2012;Distrito Federal;4;4
2013;Distrito Federal;4;1
2014;Distrito Federal;4;2
2015;Distrito Federal;4;0
2016;Distrito Federal;4;5
2017;Distrito Federal;4;1
1998;Distrito Federal;5;0
1999;Distrito Federal;5;0
2000;Distrito Federal;5;2
2001;Distrito Federal;5;0
2002;Distrito Federal;5;1
2003;Distrito Federal;5;0
2004;Distrito Federal;5;9
2005;Distrito Federal;5;2
2006;Distrito Federal;5;3
2007;Distrito Federal;5;4
2008;Distrito Federal;5;6
2009;Distrito Federal;5;9
2010;Distrito Federal;5;23
2011;Distrito Federal;5;3
2012;Distrito Federal;5;0
2013;Distrito Federal;5;2
2014;Distrito Federal;5;9
2015;Distrito Federal;5;2
2016;Distrito Federal;5;15
2017;Distrito Federal;5;6
1998;Distrito Federal;6;2
1999;Distrito Federal;6;3
2000;Distrito Federal;6;1
2001;Distrito Federal;6;3
2002;Distrito Federal;6;7
2003;Distrito Federal;6;11
2004;Distrito Federal;6;6
2005;Distrito Federal;6;3
2006;Distrito Federal;6;2
2007;Distrito Federal;6;21
2008;Distrito Federal;6;0
2009;Distrito Federal;6;4
2010;Distrito Federal;6;21
2011;Distrito Federal;6;18
2012;Distrito Federal;6;6
2013;Distrito Federal;6;4
2014;Distrito Federal;6;6
2015;Distrito Federal;6;1
2016;Distrito Federal;6;42
2017;Distrito Federal;6;23
1998;Distrito Federal;7;17
1999;Distrito Federal;7;4
2000;Distrito Federal;7;15
2001;Distrito Federal;7;22
2002;Distrito Federal;7;33
2003;Distrito Federal;7;19
2004;Distrito Federal;7;37
2005;Distrito Federal;7;24
2006;Distrito Federal;7;10
2007;Distrito Federal;7;25
2008;Distrito Federal;7;12
2009;Distrito Federal;7;33
2010;Distrito Federal;7;85
2011;Distrito Federal;7;53
2012;Distrito Federal;7;29
2013;Distrito Federal;7;22
2014;Distrito Federal;7;27
2015;Distrito Federal;7;15
2016;Distrito Federal;7;79
2017;Distrito Federal;7;44
1998;Distrito Federal;8;48
1999;Distrito Federal;8;16
2000;Distrito Federal;8;9
2001;Distrito Federal;8;25
2002;Distrito Federal;8;53
2003;Distrito Federal;8;36
2004;Distrito Federal;8;108
2005;Distrito Federal;8;20
2006;Distrito Federal;8;40
2007;Distrito Federal;8;137
2008;Distrito Federal;8;30
2009;Distrito Federal;8;37
2010;Distrito Federal;8;159
2011;Distrito Federal;8;61
2012;Distrito Federal;8;55
2013;Distrito Federal;8;34
2014;Distrito Federal;8;99
2015;Distrito Federal;8;53
2016;Distrito Federal;8;29
2017;Distrito Federal;8;147
1998;Distrito Federal;9;33
1999;Distrito Federal;9;12
2000;Distrito Federal;9;3
2001;Distrito Federal;9;12
2002;Distrito Federal;9;33
2003;Distrito Federal;9;17
2004;Distrito Federal;9;100
2005;Distrito Federal;9;23
2006;Distrito Federal;9;20
2007;Distrito Federal;9;73
2008;Distrito Federal;9;54
2009;Distrito Federal;9;5
2010;Distrito Federal;9;196
2011;Distrito Federal;9;133
2012;Distrito Federal;9;64
2013;Distrito Federal;9;31
2014;Distrito Federal;9;72
2015;Distrito Federal;9;76
2016;Distrito Federal;9;58
2017;Distrito Federal;9;122
1998;Distrito Federal;10;3
1999;Distrito Federal;10;8
2000;Distrito Federal;10;18
2001;Distrito Federal;10;0
2002;Distrito Federal;10;19
2003;Distrito Federal;10;12
2004;Distrito Federal;10;18
2005;Distrito Federal;10;18
2006;Distrito Federal;10;1
2007;Distrito Federal;10;13
2008;Distrito Federal;10;6
2009;Distrito Federal;10;3
2010;Distrito Federal;10;6
2011;Distrito Federal;10;0
2012;Distrito Federal;10;15
2013;Distrito Federal;10;3
2014;Distrito Federal;10;34
2015;Distrito Federal;10;21
2016;Distrito Federal;10;9
2017;Distrito Federal;10;66
1998;Distrito Federal;11;0
1999;Distrito Federal;11;1
2000;Distrito Federal;11;0
2001;Distrito Federal;11;0
2002;Distrito Federal;11;1
2003;Distrito Federal;11;0
2004;Distrito Federal;11;0
2005;Distrito Federal;11;2
2006;Distrito Federal;11;0
2007;Distrito Federal;11;0
2008;Distrito Federal;11;4
2009;Distrito Federal;11;0
2010;Distrito Federal;11;0
2011;Distrito Federal;11;1
2012;Distrito Federal;11;0
2013;Distrito Federal;11;0
2014;Distrito Federal;11;0
2015;Distrito Federal;11;3
2016;Distrito Federal;11;1
2017;Distrito Federal;11;0
1998;Distrito Federal;12;0
1999;Distrito Federal;12;0
2000;Distrito Federal;12;0
2001;Distrito Federal;12;1
2002;Distrito Federal;12;1
2003;Distrito Federal;12;0
2004;Distrito Federal;12;0
2005;Distrito Federal;12;0
2006;Distrito Federal;12;0
2007;Distrito Federal;12;0
2008;Distrito Federal;12;0
2009;Distrito Federal;12;0
2010;Distrito Federal;12;1
2011;Distrito Federal;12;0
2012;Distrito Federal;12;0
2013;Distrito Federal;12;2
2014;Distrito Federal;12;0
2015;Distrito Federal;12;0
2016;Distrito Federal;12;0
1998;Espirito Santo;1;0
1999;Espirito Santo;1;33
2000;Espirito Santo;1;5
2001;Espirito Santo;1;1
2002;Espirito Santo;1;2
2003;Espirito Santo;1;4
2004;Espirito Santo;1;1
2005;Espirito Santo;1;4
2006;Espirito Santo;1;13
2007;Espirito Santo;1;0
2008;Espirito Santo;1;12
2009;Espirito Santo;1;4
2010;Espirito Santo;1;52
2011;Espirito Santo;1;3
2012;Espirito Santo;1;1
2013;Espirito Santo;1;10
2014;Espirito Santo;1;11
2015;Espirito Santo;1;76
2016;Espirito Santo;1;43
2017;Espirito Santo;1;13
1998;Espirito Santo;2;0
1999;Espirito Santo;2;10
2000;Espirito Santo;2;5
2001;Espirito Santo;2;5
2002;Espirito Santo;2;4
2003;Espirito Santo;2;11
2004;Espirito Santo;2;5
2005;Espirito Santo;2;1
2006;Espirito Santo;2;45
2007;Espirito Santo;2;3
2008;Espirito Santo;2;20
2009;Espirito Santo;2;12
2010;Espirito Santo;2;15
2011;Espirito Santo;2;42
2012;Espirito Santo;2;25
2013;Espirito Santo;2;15
2014;Espirito Santo;2;17
2015;Espirito Santo;2;60
2016;Espirito Santo;2;24
2017;Espirito Santo;2;8
1998;Espirito Santo;3;0
1999;Espirito Santo;3;8
2000;Espirito Santo;3;1
2001;Espirito Santo;3;2
2002;Espirito Santo;3;4
2003;Espirito Santo;3;28
2004;Espirito Santo;3;3
2005;Espirito Santo;3;3
2006;Espirito Santo;3;14
2007;Espirito Santo;3;9
2008;Espirito Santo;3;5
2009;Espirito Santo;3;11
2010;Espirito Santo;3;3
2011;Espirito Santo;3;5
2012;Espirito Santo;3;35
2013;Espirito Santo;3;13
2014;Espirito Santo;3;15
2015;Espirito Santo;3;25
2016;Espirito Santo;3;107
2017;Espirito Santo;3;9
1998;Espirito Santo;4;0
1999;Espirito Santo;4;2
2000;Espirito Santo;4;3
2001;Espirito Santo;4;2
2002;Espirito Santo;4;2
2003;Espirito Santo;4;22
2004;Espirito Santo;4;0
2005;Espirito Santo;4;4
2006;Espirito Santo;4;1
2007;Espirito Santo;4;2
2008;Espirito Santo;4;8
2009;Espirito Santo;4;8
2010;Espirito Santo;4;7
2011;Espirito Santo;4;3
2012;Espirito Santo;4;74
2013;Espirito Santo;4;16
2014;Espirito Santo;4;15
2015;Espirito Santo;4;33
2016;Espirito Santo;4;57
2017;Espirito Santo;4;7
1998;Espirito Santo;5;0
1999;Espirito Santo;5;16
2000;Espirito Santo;5;2
2001;Espirito Santo;5;8
2002;Espirito Santo;5;5
2003;Espirito Santo;5;1
2004;Espirito Santo;5;0
2005;Espirito Santo;5;5
2006;Espirito Santo;5;0
2007;Espirito Santo;5;1
2008;Espirito Santo;5;2
2009;Espirito Santo;5;7
2010;Espirito Santo;5;3
2011;Espirito Santo;5;2
2012;Espirito Santo;5;20
2013;Espirito Santo;5;14
2014;Espirito Santo;5;18
2015;Espirito Santo;5;17
2016;Espirito Santo;5;48
2017;Espirito Santo;5;10
1998;Espirito Santo;6;6
1999;Espirito Santo;6;6
2000;Espirito Santo;6;9
2001;Espirito Santo;6;9
2002;Espirito Santo;6;18
2003;Espirito Santo;6;19
2004;Espirito Santo;6;3
2005;Espirito Santo;6;8
2006;Espirito Santo;6;5
2007;Espirito Santo;6;4
2008;Espirito Santo;6;4
2009;Espirito Santo;6;12
2010;Espirito Santo;6;3
2011;Espirito Santo;6;7
2012;Espirito Santo;6;15
2013;Espirito Santo;6;22
2014;Espirito Santo;6;9
2015;Espirito Santo;6;18
2016;Espirito Santo;6;49
2017;Espirito Santo;6;37
1998;Espirito Santo;7;37
1999;Espirito Santo;7;9
2000;Espirito Santo;7;16
2001;Espirito Santo;7;12
2002;Espirito Santo;7;9
2003;Espirito Santo;7;27
2004;Espirito Santo;7;4
2005;Espirito Santo;7;9
2006;Espirito Santo;7;11
2007;Espirito Santo;7;13
2008;Espirito Santo;7;5
2009;Espirito Santo;7;25
2010;Espirito Santo;7;5
2011;Espirito Santo;7;18
2012;Espirito Santo;7;35
2013;Espirito Santo;7;20
2014;Espirito Santo;7;17
2015;Espirito Santo;7;30
2016;Espirito Santo;7;42
2017;Espirito Santo;7;3
1998;Espirito Santo;8;38
1999;Espirito Santo;8;60
2000;Espirito Santo;8;26
2001;Espirito Santo;8;30
2002;Espirito Santo;8;60
2003;Espirito Santo;8;118
2004;Espirito Santo;8;12
2005;Espirito Santo;8;12
2006;Espirito Santo;8;29
2007;Espirito Santo;8;82
2008;Espirito Santo;8;13
2009;Espirito Santo;8;17
2010;Espirito Santo;8;39
2011;Espirito Santo;8;93
2012;Espirito Santo;8;12
2013;Espirito Santo;8;53
2014;Espirito Santo;8;47
2015;Espirito Santo;8;35
2016;Espirito Santo;8;78
2017;Espirito Santo;8;30
1998;Espirito Santo;9;108
1999;Espirito Santo;9;64
2000;Espirito Santo;9;14
2001;Espirito Santo;9;38
2002;Espirito Santo;9;46
2003;Espirito Santo;9;252
2004;Espirito Santo;9;47
2005;Espirito Santo;9;8
2006;Espirito Santo;9;87
2007;Espirito Santo;9;63
2008;Espirito Santo;9;78
2009;Espirito Santo;9;57
2010;Espirito Santo;9;53
2011;Espirito Santo;9;108
2012;Espirito Santo;9;48
2013;Espirito Santo;9;30
2014;Espirito Santo;9;61
2015;Espirito Santo;9;228
2016;Espirito Santo;9;128
2017;Espirito Santo;9;58
1998;Espirito Santo;10;20
1999;Espirito Santo;10;23
2000;Espirito Santo;10;88
2001;Espirito Santo;10;19
2002;Espirito Santo;10;113
2003;Espirito Santo;10;159
2004;Espirito Santo;10;48
2005;Espirito Santo;10;62
2006;Espirito Santo;10;10
2007;Espirito Santo;10;79
2008;Espirito Santo;10;100
2009;Espirito Santo;10;13
2010;Espirito Santo;10;32
2011;Espirito Santo;10;38
2012;Espirito Santo;10;62
2013;Espirito Santo;10;37
2014;Espirito Santo;10;89
2015;Espirito Santo;10;307
2016;Espirito Santo;10;58
2017;Espirito Santo;10;56
1998;Espirito Santo;11;4
1999;Espirito Santo;11;9
2000;Espirito Santo;11;3
2001;Espirito Santo;11;3
2002;Espirito Santo;11;22
2003;Espirito Santo;11;49
2004;Espirito Santo;11;42
2005;Espirito Santo;11;0
2006;Espirito Santo;11;0
2007;Espirito Santo;11;112
2008;Espirito Santo;11;3
2009;Espirito Santo;11;18
2010;Espirito Santo;11;3
2011;Espirito Santo;11;6
2012;Espirito Santo;11;7
2013;Espirito Santo;11;11
2014;Espirito Santo;11;20
2015;Espirito Santo;11;141
2016;Espirito Santo;11;8
2017;Espirito Santo;11;3
1998;Espirito Santo;12;5
1999;Espirito Santo;12;0
2000;Espirito Santo;12;3
2001;Espirito Santo;12;1
2002;Espirito Santo;12;12
2003;Espirito Santo;12;18
2004;Espirito Santo;12;9
2005;Espirito Santo;12;5
2006;Espirito Santo;12;0
2007;Espirito Santo;12;14
2008;Espirito Santo;12;1
2009;Espirito Santo;12;32
2010;Espirito Santo;12;10
2011;Espirito Santo;12;1
2012;Espirito Santo;12;18
2013;Espirito Santo;12;9
2014;Espirito Santo;12;28
2015;Espirito Santo;12;61
2016;Espirito Santo;12;12
1998;Goias;1;0
1999;Goias;1;14
2000;Goias;1;10
2001;Goias;1;29
2002;Goias;1;12
2003;Goias;1;14
2004;Goias;1;10
2005;Goias;1;27
2006;Goias;1;85
2007;Goias;1;28
2008;Goias;1;23
2009;Goias;1;30
2010;Goias;1;59
2011;Goias;1;39
2012;Goias;1;21
2013;Goias;1;33
2014;Goias;1;80
2015;Goias;1;118
2016;Goias;1;52
2017;Goias;1;53
1998;Goias;2;0
1999;Goias;2;334
2000;Goias;2;11
2001;Goias;2;9
2002;Goias;2;9
2003;Goias;2;47
2004;Goias;2;11
2005;Goias;2;84
2006;Goias;2;21
2007;Goias;2;13
2008;Goias;2;25
2009;Goias;2;29
2010;Goias;2;86
2011;Goias;2;45
2012;Goias;2;37
2013;Goias;2;86
2014;Goias;2;44
2015;Goias;2;53
2016;Goias;2;117
2017;Goias;2;75
1998;Goias;3;0
1999;Goias;3;1
2000;Goias;3;4
2001;Goias;3;10
2002;Goias;3;48
2003;Goias;3;29
2004;Goias;3;36
2005;Goias;3;36
2006;Goias;3;29
2007;Goias;3;49
2008;Goias;3;20
2009;Goias;3;32
2010;Goias;3;65
2011;Goias;3;19
2012;Goias;3;57
2013;Goias;3;79
2014;Goias;3;80
2015;Goias;3;76
2016;Goias;3;136
2017;Goias;3;115
1998;Goias;4;0
1999;Goias;4;25
2000;Goias;4;16
2001;Goias;4;49
2002;Goias;4;78
2003;Goias;4;87
2004;Goias;4;32
2005;Goias;4;55
2006;Goias;4;22
2007;Goias;4;17
2008;Goias;4;36
2009;Goias;4;11
2010;Goias;4;105
2011;Goias;4;71
2012;Goias;4;89
2013;Goias;4;42
2014;Goias;4;138
2015;Goias;4;89
2016;Goias;4;167
2017;Goias;4;60
1998;Goias;5;0
1999;Goias;5;99
2000;Goias;5;58
2001;Goias;5;85
2002;Goias;5;171
2003;Goias;5;57
2004;Goias;5;157
2005;Goias;5;164
2006;Goias;5;33
2007;Goias;5;94
2008;Goias;5;41
2009;Goias;5;104
2010;Goias;5;239
2011;Goias;5;136
2012;Goias;5;103
2013;Goias;5;150
2014;Goias;5;210
2015;Goias;5;129
2016;Goias;5;233
2017;Goias;5;135
1998;Goias;6;172
1999;Goias;6;250
2000;Goias;6;222
2001;Goias;6;212
2002;Goias;6;302
2003;Goias;6;321
2004;Goias;6;422
2005;Goias;6;189
2006;Goias;6;70
2007;Goias;6;186
2008;Goias;6;55
2009;Goias;6;179
2010;Goias;6;278
2011;Goias;6;314
2012;Goias;6;245
2013;Goias;6;192
2014;Goias;6;318
2015;Goias;6;277
2016;Goias;6;289
2017;Goias;6;442
1998;Goias;7;512
1999;Goias;7;311
2000;Goias;7;332
2001;Goias;7;371
2002;Goias;7;686
2003;Goias;7;322
2004;Goias;7;778
2005;Goias;7;363
2006;Goias;7;169
2007;Goias;7;399
2008;Goias;7;193
2009;Goias;7;470
2010;Goias;7;941
2011;Goias;7;607
2012;Goias;7;564
2013;Goias;7;350
2014;Goias;7;446
2015;Goias;7;347
2016;Goias;7;837
2017;Goias;7;577
1998;Goias;8;2.218
1999;Goias;8;1.198
2000;Goias;8;925
2001;Goias;8;787
2002;Goias;8;1.428
2003;Goias;8;902
2004;Goias;8;1.498
2005;Goias;8;639
2006;Goias;8;588
2007;Goias;8;2.382
2008;Goias;8;568
2009;Goias;8;647
2010;Goias;8;2.914
2011;Goias;8;1.613
2012;Goias;8;912
2013;Goias;8;488
2014;Goias;8;1.255
2015;Goias;8;943
2016;Goias;8;1.032
2017;Goias;8;1.492
1998;Goias;9;2.867
1999;Goias;9;1.898
2000;Goias;9;1.293
2001;Goias;9;1.863
2002;Goias;9;3.52
2003;Goias;9;1.662
2004;Goias;9;2.965
2005;Goias;9;1.341
2006;Goias;9;1.463
2007;Goias;9;3.745
2008;Goias;9;1.255
2009;Goias;9;685
2010;Goias;9;5.075
2011;Goias;9;2.259
2012;Goias;9;2.452
2013;Goias;9;684
2014;Goias;9;1.687
2015;Goias;9;2.296
2016;Goias;9;1.703
2017;Goias;9;3.238
1998;Goias;10;1.034
1999;Goias;10;743
2000;Goias;10;905
2001;Goias;10;479
2002;Goias;10;1.367
2003;Goias;10;1.183
2004;Goias;10;1.275
2005;Goias;10;1.717
2006;Goias;10;178
2007;Goias;10;1.195
2008;Goias;10;1.231
2009;Goias;10;367
2010;Goias;10;1.227
2011;Goias;10;476
2012;Goias;10;1.524
2013;Goias;10;606
2014;Goias;10;1.947
2015;Goias;10;1.807
2016;Goias;10;522
2017;Goias;10;2.401
1998;Goias;11;47
1999;Goias;11;110
2000;Goias;11;26
2001;Goias;11;15
2002;Goias;11;192
2003;Goias;11;168
2004;Goias;11;291
2005;Goias;11;144
2006;Goias;11;91
2007;Goias;11;79
2008;Goias;11;90
2009;Goias;11;89
2010;Goias;11;67
2011;Goias;11;59
2012;Goias;11;57
2013;Goias;11;183
2014;Goias;11;181
2015;Goias;11;547
2016;Goias;11;123
2017;Goias;11;117
1998;Goias;12;13
1999;Goias;12;20
2000;Goias;12;6
2001;Goias;12;18
2002;Goias;12;115
2003;Goias;12;129
2004;Goias;12;56
2005;Goias;12;5
2006;Goias;12;7
2007;Goias;12;16
2008;Goias;12;6
2009;Goias;12;39
2010;Goias;12;48
2011;Goias;12;39
2012;Goias;12;93
2013;Goias;12;86
2014;Goias;12;68
2015;Goias;12;179
2016;Goias;12;64
1998;Maranhao;1;0
1999;Maranhao;1;54
2000;Maranhao;1;19
2001;Maranhao;1;29
2002;Maranhao;1;48
2003;Maranhao;1;436
2004;Maranhao;1;241
2005;Maranhao;1;450
2006;Maranhao;1;221
2007;Maranhao;1;428
2008;Maranhao;1;121
2009;Maranhao;1;240
2010;Maranhao;1;319
2011;Maranhao;1;124
2012;Maranhao;1;326
2013;Maranhao;1;209
2014;Maranhao;1;195
2015;Maranhao;1;494
2016;Maranhao;1;412
2017;Maranhao;1;187
1998;Maranhao;2;0
1999;Maranhao;2;6
2000;Maranhao;2;11
2001;Maranhao;2;1
2002;Maranhao;2;116
